time,open,high,low,close,Volume
2017-12-20,236.76593039,236.81888434,235.37147641,235.67154878,76751500
2017-12-21,236.29817051,236.86742546,235.90984155,236.15695998,67032339
2017-12-22,236.1746113,236.2055011,235.55681523,236.09518037,78720873
2017-12-26,235.6892001,236.03137087,235.54357674,235.81275931,45244433
2017-12-27,235.98044682,236.28934485,235.65389747,235.92749287,57750986
2017-12-28,236.43055538,236.45703236,236.04222643,236.41290407,45116139
2017-12-29,236.9953975,237.01304882,235.32734812,235.5215126,96007424
2018-01-02,236.38642709,237.24251593,235.99809813,237.2072133,86655749
2018-01-03,237.3749008,238.85761137,237.3749008,238.70757518,90070416
2018-01-04,239.35184822,240.1991114,238.77350284,239.7137002,80636408
2018-01-05,240.50800943,241.43470354,240.01377258,241.31114432,83523995
2018-01-08,241.21406208,241.91128908,240.92281537,241.75242723,57319192
2018-01-09,242.17605882,242.92623976,241.89452033,242.29961803,57253957
2018-01-10,241.54061143,242.19371014,240.86986142,241.92894039,69574318
2018-01-11,242.48495685,243.69407202,242.31726935,243.69407202,62361455
2018-01-12,243.95884176,245.45037798,243.66044626,245.28269048,90816076
2018-01-16,246.54475959,247.19785829,243.74702596,244.44425296,106555142
2018-01-17,245.37977272,247.16255566,244.44425296,246.7742267,113258799
2018-01-18,246.65949314,247.08312473,245.86518391,246.35942077,100728006
2018-01-19,246.9419142,247.48027935,246.35942077,247.48027935,140920098
2018-01-22,247.26846355,249.4925294,247.21550961,249.4925294,91322408
2018-01-23,249.53665769,250.31331561,249.21010834,250.02206889,97084700
2018-01-24,250.66634193,251.26648668,248.74234846,249.92498665,134816117
2018-01-25,250.78990114,250.88698338,249.24099814,250.03089455,84587313
2018-01-26,250.86933207,252.96851485,250.61338798,252.92571041,107743119
2018-01-29,252.35204263,252.79332554,251.08997352,251.24883537,90118337
2018-01-30,249.41309848,251.29825905,248.19515766,248.6717432,131796419
2018-01-31,249.52783203,250.03089455,247.71857212,248.79530241,118948131
2018-02-01,248.06277279,249.81907875,247.71857212,248.51288135,90102470
2018-02-02,247.18903263,247.3214175,243.06745029,243.10275292,173174790
2018-02-05,241.3376213,243.45577925,232.38840396,232.93559477,294681820
2018-02-06,229.41415718,238.0279995,228.31977557,237.52493699,355026780
2018-02-07,236.96892053,240.37562456,236.15695998,236.2363909,167376100
2018-02-08,236.53646328,236.67767381,227.34012752,227.37543015,246449505
2018-02-09,230.17316378,232.65317371,223.21854518,230.79095984,283565310
2018-02-12,232.84733819,235.65389747,230.93605366,234.18001256,143735976
2018-02-13,232.9708974,235.3096968,232.38840396,234.762506,81223640
2018-02-14,233.27096978,238.29276925,233.26214412,237.93091726,120735685
2018-02-15,239.67839757,240.97576931,237.2072133,240.96694366,111200286
